xi	eta	x	y	stress_r	stress_theta
 2.8571428571e-02	 7.1428571429e-02	 1.0515312420e+00	 1.0877990364e-01	 2.6805918808e+01	 1.3018997718e+00
 2.8571428571e-02	 8.5714285714e-02	 1.0490023928e+00	 1.3093891796e-01	 2.6643058643e+01	 1.2914094137e+00
 2.8571428571e-02	 1.0000000000e-01	 1.0459830762e+00	 1.5320060268e-01	 2.6450250836e+01	 1.2790080632e+00
 2.8571428571e-02	 1.1428571429e-01	 1.0424649359e+00	 1.7555021436e-01	 2.6226609363e+01	 1.2650948115e+00
 2.8571428571e-02	 1.2857142857e-01	 1.0384401421e+00	 1.9797245203e-01	 2.5971095499e+01	 1.2500786925e+00
 2.8571428571e-02	 1.4285714286e-01	 1.0339014299e+00	 2.2045147683e-01	 2.5682523173e+01	 1.2343382844e+00
 4.2857142857e-02	 0.0000000000e+00	 1.0857142857e+00	 0.0000000000e+00	 2.5653529243e+01	 1.7654558375e+00
 4.2857142857e-02	 1.4285714286e-02	 1.0854908684e+00	 2.2024639362e-02	 2.5630999291e+01	 1.7647087442e+00
 4.2857142857e-02	 2.8571428571e-02	 1.0848133403e+00	 4.4221340971e-02	 2.5584527268e+01	 1.7611432549e+00
 4.2857142857e-02	 4.2857142857e-02	 1.0836710185e+00	 6.6578027678e-02	 2.5513933604e+01	 1.7546143673e+00
 4.2857142857e-02	 5.7142857143e-02	 1.0820535610e+00	 8.9081991759e-02	 2.5418864434e+01	 1.7451369505e+00
 4.2857142857e-02	 7.1428571429e-02	 1.0799510053e+00	 1.1171990104e-01	 2.5298775425e+01	 1.7328538815e+00
 4.2857142857e-02	 8.5714285714e-02	 1.0773538089e+00	 1.3447780764e-01	 2.5152919206e+01	 1.7179964282e+00
 4.2857142857e-02	 1.0000000000e-01	 1.0742528891e+00	 1.5734115951e-01	 2.4980336601e+01	 1.7008383810e+00
 4.2857142857e-02	 1.1428571429e-01	 1.0706396639e+00	 1.8029481475e-01	 2.4779851831e+01	 1.6816458471e+00
 4.2857142857e-02	 1.2857142857e-01	 1.0665060918e+00	 2.0332305884e-01	 2.4550071834e+01	 1.6606249611e+00
 4.2857142857e-02	 1.4285714286e-01	 1.0618447118e+00	 2.2640962485e-01	 2.4289389891e+01	 1.6378700170e+00
 5.7142857143e-02	 0.0000000000e+00	 1.1142857143e+00	 0.0000000000e+00	 2.4337123394e+01	 2.2270826122e+00
 5.7142857143e-02	 1.4285714286e-02	 1.1140564176e+00	 2.2604235135e-02	 2.4312379245e+01	 2.2223030935e+00
 5.7142857143e-02	 2.8571428571e-02	 1.1133610597e+00	 4.5385060470e-02	 2.4267334524e+01	 2.2139268523e+00
 5.7142857143e-02	 4.2857142857e-02	 1.1121886769e+00	 6.8330081038e-02	 2.4201758721e+01	 2.2017879251e+00
 5.7142857143e-02	 5.7142857143e-02	 1.1105286547e+00	 9.1426254700e-02	 2.4115189873e+01	 2.1858639926e+00
 5.7142857143e-02	 7.1428571429e-02	 1.1083707686e+00	 1.1465989843e-01	 2.4006968189e+01	 2.1663517404e+00
 5.7142857143e-02	 8.5714285714e-02	 1.1057052249e+00	 1.3801669731e-01	 2.3876169191e+01	 2.1434917520e+00
 5.7142857143e-02	 1.0000000000e-01	 1.1025227020e+00	 1.6148171634e-01	 2.3721588237e+01	 2.1175010116e+00
 5.7142857143e-02	 1.1428571429e-01	 1.0988143919e+00	 1.8503941514e-01	 2.3541744530e+01	 2.0885347184e+00
 5.7142857143e-02	 1.2857142857e-01	 1.0945720416e+00	 2.0867366565e-01	 2.3334878160e+01	 2.0566209325e+00
 5.7142857143e-02	 1.4285714286e-01	 1.0897879937e+00	 2.3236777287e-01	 2.3098951408e+01	 2.0215962828e+00
 7.1428571429e-02	 0.0000000000e+00	 1.1428571429e+00	 0.0000000000e+00	 2.3196081028e+01	 2.6619113191e+00
 7.1428571429e-02	 1.4285714286e-02	 1.1426219668e+00	 2.3183830908e-02	 2.3168681038e+01	 2.6530790902e+00
 7.1428571429e-02	 2.8571428571e-02	 1.1419087792e+00	 4.6548779969e-02	 2.3124787587e+01	 2.6402319223e+00
 7.1428571429e-02	 4.2857142857e-02	 1.1407063353e+00	 7.0082134397e-02	 2.3064065399e+01	 2.6231026629e+00
 7.1428571429e-02	 5.7142857143e-02	 1.1390037485e+00	 9.3770517641e-02	 2.2985893037e+01	 2.6015226262e+00
 7.1428571429e-02	 7.1428571429e-02	 1.1367905319e+00	 1.1759989583e-01	 2.2889347355e+01	 2.5753891856e+00
 7.1428571429e-02	 8.5714285714e-02	 1.1340566409e+00	 1.4155558699e-01	 2.2773191935e+01	 2.5446289077e+00
 7.1428571429e-02	 1.0000000000e-01	 1.1307925148e+00	 1.6562227317e-01	 2.2635869710e+01	 2.5091571271e+00
 7.1428571429e-02	 1.1428571429e-01	 1.1269891199e+00	 1.8978401553e-01	 2.2475500070e+01	 2.4688350298e+00
 7.1428571429e-02	 1.2857142857e-01	 1.1226379914e+00	 2.1402427246e-01	 2.2289881006e+01	 2.4234254352e+00
 7.1428571429e-02	 1.4285714286e-01	 1.1177312756e+00	 2.3832592089e-01	 2.2076497019e+01	 2.3725485577e+00
 8.5714285714e-02	 0.0000000000e+00	 1.1714285714e+00	 0.0000000000e+00	 2.2193470182e+01	 3.0406670793e+00
 8.5714285714e-02	 1.4285714286e-02	 1.1711875159e+00	 2.3763426680e-02	 2.2163183619e+01	 3.0282232885e+00
 8.5714285714e-02	 2.8571428571e-02	 1.1704564987e+00	 4.7712499468e-02	 2.2120180704e+01	 3.0113986218e+00
 8.5714285714e-02	 4.2857142857e-02	 1.1692239937e+00	 7.1834187757e-02	 2.2063974062e+01	 2.9897971306e+00
 8.5714285714e-02	 5.7142857143e-02	 1.1674788422e+00	 9.6114780582e-02	 2.1993746158e+01	 2.9630842882e+00
 8.5714285714e-02	 7.1428571429e-02	 1.1652102952e+00	 1.2053989322e-01	 2.1908332638e+01	 2.9309498624e+00
 8.5714285714e-02	 8.5714285714e-02	 1.1624080569e+00	 1.4509447666e-01	 2.1806208732e+01	 2.8930664885e+00
 8.5714285714e-02	 1.0000000000e-01	 1.1590623277e+00	 1.6976283000e-01	 2.1685478810e+01	 2.8490449707e+00
 8.5714285714e-02	 1.1428571429e-01	 1.1551638479e+00	 1.9452861591e-01	 2.1543869340e+01	 2.7983874823e+00
 8.5714285714e-02	 1.2857142857e-01	 1.1507039412e+00	 2.1937487927e-01	 2.1378725817e+01	 2.7404399362e+00
 8.5714285714e-02	 1.4285714286e-01	 1.1456745575e+00	 2.4428406891e-01	 2.1187014537e+01	 2.6743448608e+00
 1.0000000000e-01	 0.0000000000e+00	 1.2000000000e+00	 0.0000000000e+00	 2.1302786740e+01	 3.3519910885e+00
 1.0000000000e-01	 1.4285714286e-02	 1.1997530651e+00	 2.4343022453e-02	 2.1269537579e+01	 3.3365207167e+00
 1.0000000000e-01	 2.8571428571e-02	 1.1990042182e+00	 4.8876218968e-02	 2.1227315874e+01	 3.3164212763e+00
 1.0000000000e-01	 4.2857142857e-02	 1.1977416521e+00	 7.3586241117e-02	 2.1175433606e+01	 3.2911451839e+00
 1.0000000000e-01	 5.7142857143e-02	 1.1959539359e+00	 9.8459043523e-02	 2.1112836924e+01	 3.2601713273e+00
 1.0000000000e-01	 7.1428571429e-02	 1.1936300585e+00	 1.2347989062e-01	 2.1038088523e+01	 3.2229639602e+00
 1.0000000000e-01	 8.5714285714e-02	 1.1907594729e+00	 1.4863336634e-01	 2.0949351961e+01	 3.1789274076e+00
 1.0000000000e-01	 1.0000000000e-01	 1.1873321406e+00	 1.7390338683e-01	 2.0844377837e+01	 3.1273577161e+00
 1.0000000000e-01	 1.1428571429e-01	 1.1833385759e+00	 1.9927321630e-01	 2.0720492033e+01	 3.0673924986e+00
 1.0000000000e-01	 1.2857142857e-01	 1.1787698910e+00	 2.2472548608e-01	 2.0574586631e+01	 2.9979602961e+00
 1.0000000000e-01	 1.4285714286e-01	 1.1736178394e+00	 2.5024221694e-01	 2.0403114508e+01	 2.9177308219e+00
 1.1428571429e-01	 0.0000000000e+00	 1.2285714286e+00	 0.0000000000e+00	 2.0500140675e+01	 3.5856447692e+00
 1.1428571429e-01	 1.4285714286e-02	 1.2283186143e+00	 2.4922618226e-02	 2.0464069662e+01	 3.5679007164e+00
 1.1428571429e-01	 2.8571428571e-02	 1.2275519377e+00	 5.0039938467e-02	 2.0422713497e+01	 3.5454577844e+00
 1.1428571429e-01	 4.2857142857e-02	 1.2262593105e+00	 7.5338294477e-02	 2.0375133912e+01	 3.5175976753e+00
 1.1428571429e-01	 5.7142857143e-02	 1.2244290296e+00	 1.0080330646e-01	 2.0320000192e+01	 3.4835966083e+00
 1.1428571429e-01	 7.1428571429e-02	 1.2220498218e+00	 1.2641988801e-01	 2.0255570816e+01	 3.4426810190e+00
 1.1428571429e-01	 8.5714285714e-02	 1.2191108890e+00	 1.5217225601e-01	 2.0179675657e+01	 3.3939790832e+00
 1.1428571429e-01	 1.0000000000e-01	 1.2156019534e+00	 1.7804394366e-01	 2.0089698536e+01	 3.3364692752e+00
 1.1428571429e-01	 1.1428571429e-01	 1.2115133039e+00	 2.0401781669e-01	 1.9982560268e+01	 3.2689272538e+00
 1.1428571429e-01	 1.2857142857e-01	 1.2068358408e+00	 2.3007609290e-01	 1.9854702848e+01	 3.1898724135e+00
 1.1428571429e-01	 1.4285714286e-01	 1.2015611212e+00	 2.5620036496e-01	 1.9702075964e+01	 3.0975154642e+00
 1.2857142857e-01	 0.0000000000e+00	 1.2571428571e+00	 0.0000000000e+00	 1.9763958909e+01	 3.7323825524e+00
 1.2857142857e-01	 1.4285714286e-02	 1.2568841635e+00	 2.5502213999e-02	 1.9725482529e+01	 3.7133075066e+00
 1.2857142857e-01	 2.8571428571e-02	 1.2560996571e+00	 5.1203657966e-02	 1.9685310586e+01	 3.6896966764e+00
 1.2857142857e-01	 4.2857142857e-02	 1.2547769688e+00	 7.7090347837e-02	 1.9642204139e+01	 3.6606446499e+00
 1.2857142857e-01	 5.7142857143e-02	 1.2529041233e+00	 1.0314756940e-01	 1.9594515175e+01	 3.6252125471e+00
 1.2857142857e-01	 7.1428571429e-02	 1.2504695851e+00	 1.2935988541e-01	 1.9540167813e+01	 3.5823812994e+00
 1.2857142857e-01	 8.5714285714e-02	 1.2474623050e+00	 1.5571114569e-01	 1.9476638490e+01	 3.5310006207e+00
 1.2857142857e-01	 1.0000000000e-01	 1.2438717663e+00	 1.8218450049e-01	 1.9400934763e+01	 3.4697349147e+00
 1.2857142857e-01	 1.1428571429e-01	 1.2396880319e+00	 2.0876241708e-01	 1.9309572819e+01	 3.3970074042e+00
 1.2857142857e-01	 1.2857142857e-01	 1.2349017906e+00	 2.3542669971e-01	 1.9198554400e+01	 3.3109437958e+00
 1.2857142857e-01	 1.4285714286e-01	 1.2295044031e+00	 2.6215851298e-01	 1.9063344488e+01	 3.2093168093e+00
 1.4285714286e-01	 0.0000000000e+00	 1.2857142857e+00	 0.0000000000e+00	 1.9074727839e+01	 3.7838415796e+00
 1.4285714286e-01	 1.4285714286e-02	 1.2854497126e+00	 2.6081809771e-02	 1.9034594537e+01	 3.7645879575e+00
 1.4285714286e-01	 2.8571428571e-02	 1.2846473766e+00	 5.2367377465e-02	 1.8996199561e+01	 3.7412412928e+00
 1.4285714286e-01	 4.2857142857e-02	 1.2832946272e+00	 7.8842401197e-02	 1.8957952300e+01	 3.7126943097e+00
 1.4285714286e-01	 5.7142857143e-02	 1.2813792170e+00	 1.0549183235e-01	 1.8917847601e+01	 3.6777832140e+00
 1.4285714286e-01	 7.1428571429e-02	 1.2788893484e+00	 1.3229988281e-01	 1.8873447008e+01	 3.6352392795e+00
 1.4285714286e-01	 8.5714285714e-02	 1.2758137210e+00	 1.5925003536e-01	 1.8821857195e+01	 3.5836358044e+00
 1.4285714286e-01	 1.0000000000e-01	 1.2721415792e+00	 1.8632505732e-01	 1.8759705059e+01	 3.5213316506e+00
 1.4285714286e-01	 1.1428571429e-01	 1.2678627599e+00	 2.1350701747e-01	 1.8683109547e+01	 3.4464125919e+00
 1.4285714286e-01	 1.2857142857e-01	 1.2629677403e+00	 2.4077730652e-01	 1.8587650977e+01	 3.3566317082e+00
 1.4285714286e-01	 1.4285714286e-01	 1.2574476850e+00	 2.6811666100e-01	 1.8468339377e+01	 3.2493501035e+00
 0.0000000000e+00	 1.4285714286e-01	 9.7801486613e-01	 2.0853518078e-01	 2.9232873711e+01	 4.2944641981e-01
 0.0000000000e+00	 1.5714285714e-01	 9.7322904965e-01	 2.2983737058e-01	 2.8839865408e+01	 4.1035259750e-01
 0.0000000000e+00	 1.7142857143e-01	 9.6794509807e-01	 2.5116187434e-01	 2.8411154031e+01	 3.9256045094e-01
 0.0000000000e+00	 1.8571428571e-01	 9.6215795705e-01	 2.7249232225e-01	 2.7945114103e+01	 3.7462804548e-01
 0.0000000000e+00	 2.0000000000e-01	 9.5586324611e-01	 2.9381193771e-01	 2.7440192552e+01	 3.5523032243e-01
 0.0000000000e+00	 2.1428571429e-01	 9.4905729032e-01	 3.1510356980e-01	 2.6894949224e+01	 3.3317606143e-01
 0.0000000000e+00	 2.2857142857e-01	 9.4173715035e-01	 3.3634972819e-01	 2.6308102990e+01	 3.0743194721e-01
 0.0000000000e+00	 2.4285714286e-01	 9.3390065055e-01	 3.5753262075e-01	 2.5678583694e+01	 2.7715428822e-01
 0.0000000000e+00	 2.5714285714e-01	 9.2554640484e-01	 3.7863419350e-01	 2.5006986555e+01	 2.4253915875e-01
 0.0000000000e+00	 2.7142857143e-01	 9.1667384022e-01	 3.9963617286e-01	 2.4306291606e+01	 2.1141090060e-01
 0.0000000000e+00	 2.8571428571e-01	 9.0728321762e-01	 4.2052011013e-01	 2.3579798213e+01	 1.8672029737e-01
 1.4285714286e-02	 1.4285714286e-01	 1.0059581480e+00	 2.1449332880e-01	 2.7316354906e+01	 8.2580810092e-01
 1.4285714286e-02	 1.5714285714e-01	 1.0010355939e+00	 2.3640415259e-01	 2.6962683953e+01	 8.1247508406e-01
 1.4285714286e-02	 1.7142857143e-01	 9.9560067230e-01	 2.5833792790e-01	 2.6576927085e+01	 8.0049060718e-01
 1.4285714286e-02	 1.8571428571e-01	 9.8964818440e-01	 2.8027781717e-01	 2.6157166943e+01	 7.8805574960e-01
 1.4285714286e-02	 2.0000000000e-01	 9.8317362457e-01	 3.0220656450e-01	 2.5701506652e+01	 7.7339954162e-01
 1.4285714286e-02	 2.1428571429e-01	 9.7617321290e-01	 3.2410652893e-01	 2.5208111630e+01	 7.5479286169e-01
 1.4285714286e-02	 2.2857142857e-01	 9.6864392607e-01	 3.4595972042e-01	 2.4675257696e+01	 7.3057173903e-01
 1.4285714286e-02	 2.4285714286e-01	 9.6058352628e-01	 3.6774783849e-01	 2.4101385917e+01	 6.9917079237e-01
 1.4285714286e-02	 2.5714285714e-01	 9.5199058784e-01	 3.8945231331e-01	 2.3492542067e+01	 6.6349357208e-01
 1.4285714286e-02	 2.7142857143e-01	 9.4286452137e-01	 4.1105434923e-01	 2.2859532857e+01	 6.2988263535e-01
 1.4285714286e-02	 2.8571428571e-01	 9.3320559527e-01	 4.3253497042e-01	 2.2202173585e+01	 5.9867391182e-01
 2.8571428571e-02	 1.4285714286e-01	 1.0339014299e+00	 2.2045147683e-01	 2.5682523173e+01	 1.2343382844e+00
 2.8571428571e-02	 1.5714285714e-01	 1.0288421382e+00	 2.4297093461e-01	 2.5363363694e+01	 1.2195416760e+00
 2.8571428571e-02	 1.7142857143e-01	 1.0232562465e+00	 2.6551398145e-01	 2.5015509672e+01	 1.2057994805e+00
 2.8571428571e-02	 1.8571428571e-01	 1.0171384117e+00	 2.8806331209e-01	 2.4636759068e+01	 1.1910594869e+00
 2.8571428571e-02	 2.0000000000e-01	 1.0104840030e+00	 3.1060119130e-01	 2.4224882479e+01	 1.1732056858e+00
 2.8571428571e-02	 2.1428571429e-01	 1.0032891355e+00	 3.3310948807e-01	 2.3777665790e+01	 1.1500679706e+00
 2.8571428571e-02	 2.2857142857e-01	 9.9555070180e-01	 3.5556971266e-01	 2.3292959950e+01	 1.1194436640e+00
 2.8571428571e-02	 2.4285714286e-01	 9.8726640201e-01	 3.7796305622e-01	 2.2769859957e+01	 1.0797737399e+00
 2.8571428571e-02	 2.5714285714e-01	 9.7843477083e-01	 4.0027043312e-01	 2.2220905667e+01	 1.0374432695e+00
 2.8571428571e-02	 2.7142857143e-01	 9.6905520252e-01	 4.2247252560e-01	 2.1649583175e+01	 9.9424679777e-01
 2.8571428571e-02	 2.8571428571e-01	 9.5912797291e-01	 4.4454983071e-01	 2.1055386196e+01	 9.4971823824e-01
 4.2857142857e-02	 1.4285714286e-01	 1.0618447118e+00	 2.2640962485e-01	 2.4289389891e+01	 1.6378700170e+00
 4.2857142857e-02	 1.5714285714e-01	 1.0566486825e+00	 2.4953771662e-01	 2.4000748919e+01	 1.6152131092e+00
 4.2857142857e-02	 1.7142857143e-01	 1.0509118208e+00	 2.7269003500e-01	 2.3686660812e+01	 1.5931118323e+00
 4.2857142857e-02	 1.8571428571e-01	 1.0446286391e+00	 2.9584880701e-01	 2.3344639483e+01	 1.5693699965e+00
 4.2857142857e-02	 2.0000000000e-01	 1.0377943815e+00	 3.1899581809e-01	 2.2972125413e+01	 1.5416329280e+00
 4.2857142857e-02	 2.1428571429e-01	 1.0304050581e+00	 3.4211244721e-01	 2.2566528368e+01	 1.5073919724e+00
 4.2857142857e-02	 2.2857142857e-01	 1.0224574775e+00	 3.6517970489e-01	 2.2125278111e+01	 1.4640034174e+00
 4.2857142857e-02	 2.4285714286e-01	 1.0139492777e+00	 3.8817827396e-01	 2.1651806676e+01	 1.4121296317e+00
 4.2857142857e-02	 2.5714285714e-01	 1.0048789538e+00	 4.1108855294e-01	 2.1157810226e+01	 1.3575434956e+00
 4.2857142857e-02	 2.7142857143e-01	 9.9524588366e-01	 4.3389070197e-01	 2.0642982922e+01	 1.2994399617e+00
 4.2857142857e-02	 2.8571428571e-01	 9.8505035056e-01	 4.5656469100e-01	 2.0106698934e+01	 1.2367488573e+00
 5.7142857143e-02	 1.4285714286e-01	 1.0897879937e+00	 2.3236777287e-01	 2.3098951408e+01	 2.0215962828e+00
 5.7142857143e-02	 1.5714285714e-01	 1.0844552268e+00	 2.5610449864e-01	 2.2837495856e+01	 1.9855777882e+00
 5.7142857143e-02	 1.7142857143e-01	 1.0785673950e+00	 2.7986608855e-01	 2.2553762846e+01	 1.9495502452e+00
 5.7142857143e-02	 1.8571428571e-01	 1.0721188664e+00	 3.0363430193e-01	 2.2244978224e+01	 1.9112880510e+00
 5.7142857143e-02	 2.0000000000e-01	 1.0651047599e+00	 3.2739044488e-01	 2.1908248060e+01	 1.8683091602e+00
 5.7142857143e-02	 2.1428571429e-01	 1.0575209806e+00	 3.5111540635e-01	 2.1540600387e+01	 1.8178733900e+00
 5.7142857143e-02	 2.2857142857e-01	 1.0493642532e+00	 3.7478969713e-01	 2.1139368463e+01	 1.7571848314e+00
 5.7142857143e-02	 2.4285714286e-01	 1.0406321535e+00	 3.9839349169e-01	 2.0714437111e+01	 1.6904694561e+00
 5.7142857143e-02	 2.5714285714e-01	 1.0313231368e+00	 4.2190667275e-01	 2.0270888308e+01	 1.6196041439e+00
 5.7142857143e-02	 2.7142857143e-01	 1.0214365648e+00	 4.4530887834e-01	 1.9807866321e+01	 1.5430757799e+00
 5.7142857143e-02	 2.8571428571e-01	 1.0109727282e+00	 4.6857955129e-01	 1.9324668724e+01	 1.4593457892e+00
 7.1428571429e-02	 1.4285714286e-01	 1.1177312756e+00	 2.3832592089e-01	 2.2076497019e+01	 2.3725485577e+00
 7.1428571429e-02	 1.5714285714e-01	 1.1122617710e+00	 2.6267128066e-01	 2.1839582286e+01	 2.3188809780e+00
 7.1428571429e-02	 1.7142857143e-01	 1.1062229692e+00	 2.8704214211e-01	 2.1583360433e+01	 2.2644622289e+00
 7.1428571429e-02	 1.8571428571e-01	 1.0996090938e+00	 3.1141979685e-01	 2.1304934483e+01	 2.2074030492e+00
 7.1428571429e-02	 2.0000000000e-01	 1.0924151384e+00	 3.3578507167e-01	 2.1001072550e+01	 2.1452133235e+00
 7.1428571429e-02	 2.1428571429e-01	 1.0846369032e+00	 3.6011836548e-01	 2.0668409746e+01	 2.0750309265e+00
 7.1428571429e-02	 2.2857142857e-01	 1.0762710290e+00	 3.8439968936e-01	 2.0306572545e+01	 1.9953677475e+00
 7.1428571429e-02	 2.4285714286e-01	 1.0673150292e+00	 4.0860870943e-01	 1.9926737355e+01	 1.9112141795e+00
 7.1428571429e-02	 2.5714285714e-01	 1.0577673198e+00	 4.3272479257e-01	 1.9529442539e+01	 1.8216984300e+00
 7.1428571429e-02	 2.7142857143e-01	 1.0476272460e+00	 4.5672705470e-01	 1.9113808853e+01	 1.7250031641e+00
 7.1428571429e-02	 2.8571428571e-01	 1.0368951059e+00	 4.8059441158e-01	 1.8679091098e+01	 1.6192622721e+00
 8.5714285714e-02	 1.4285714286e-01	 1.1456745575e+00	 2.4428406891e-01	 2.1187014537e+01	 2.6743448608e+00
 8.5714285714e-02	 1.5714285714e-01	 1.1400683153e+00	 2.6923806267e-01	 2.0973705511e+01	 2.6030069200e+00
 8.5714285714e-02	 1.7142857143e-01	 1.1338785435e+00	 2.9421819566e-01	 2.0743844593e+01	 2.5290520546e+00
 8.5714285714e-02	 1.8571428571e-01	 1.1270993211e+00	 3.1920529177e-01	 2.0494096098e+01	 2.4508804926e+00
 8.5714285714e-02	 2.0000000000e-01	 1.1197255169e+00	 3.4417969846e-01	 2.0220980587e+01	 2.3666799711e+00
 8.5714285714e-02	 2.1428571429e-01	 1.1117528258e+00	 3.6912132462e-01	 1.9920933149e+01	 2.2744054190e+00
 8.5714285714e-02	 2.2857142857e-01	 1.1031778047e+00	 3.9400968159e-01	 1.9598025943e+01	 2.1755395109e+00
 8.5714285714e-02	 2.4285714286e-01	 1.0939979049e+00	 4.1882392717e-01	 1.9259523953e+01	 2.0725764387e+00
 8.5714285714e-02	 2.5714285714e-01	 1.0842115028e+00	 4.4354291238e-01	 1.8904442351e+01	 1.9636286306e+00
 8.5714285714e-02	 2.7142857143e-01	 1.0738179271e+00	 4.6814523107e-01	 1.8531917243e+01	 1.8467007573e+00
 8.5714285714e-02	 2.8571428571e-01	 1.0628174835e+00	 4.9260927187e-01	 1.8141199081e+01	 1.7197333957e+00
 1.0000000000e-01	 1.4285714286e-01	 1.1736178394e+00	 2.5024221694e-01	 2.0403114508e+01	 2.9177308219e+00
 1.0000000000e-01	 1.5714285714e-01	 1.1678748596e+00	 2.7580484469e-01	 2.0211910047e+01	 2.8298883655e+00
 1.0000000000e-01	 1.7142857143e-01	 1.1615341177e+00	 3.0139424921e-01	 2.0007044072e+01	 2.7377623267e+00
 1.0000000000e-01	 1.8571428571e-01	 1.1545895485e+00	 3.2699078670e-01	 1.9784814359e+01	 2.6398368414e+00
 1.0000000000e-01	 2.0000000000e-01	 1.1470358953e+00	 3.5257432525e-01	 1.9541306887e+01	 2.5343317614e+00
 1.0000000000e-01	 2.1428571429e-01	 1.1388687484e+00	 3.7812428376e-01	 1.9273102685e+01	 2.4195475737e+00
 1.0000000000e-01	 2.2857142857e-01	 1.1300845804e+00	 4.0361967383e-01	 1.8987123548e+01	 2.2993846663e+00
 1.0000000000e-01	 2.4285714286e-01	 1.1206807807e+00	 4.2903914490e-01	 1.8685795219e+01	 2.1751190914e+00
 1.0000000000e-01	 2.5714285714e-01	 1.1106556858e+00	 4.5436103219e-01	 1.8368682721e+01	 2.0462993614e+00
 1.0000000000e-01	 2.7142857143e-01	 1.1000086083e+00	 4.7956340744e-01	 1.8035076155e+01	 1.9105804460e+00
 1.0000000000e-01	 2.8571428571e-01	 1.0887398611e+00	 5.0462413216e-01	 1.7684003093e+01	 1.7647055135e+00
 1.1428571429e-01	 1.4285714286e-01	 1.2015611212e+00	 2.5620036496e-01	 1.9702075964e+01	 3.0975154642e+00
 1.1428571429e-01	 1.5714285714e-01	 1.1956814039e+00	 2.8237162671e-01	 1.9531515722e+01	 2.9953626328e+00
